Date,Category,Index
2014-08-24,Crude Oil,102.43
2014-08-17,Crude Oil,101.81
2014-08-10,Crude Oil,105.23
2014-08-03,Crude Oil,102.58
2014-09-30,Crude Oil,97.01
2014-09-23,Crude Oil,96.78
2014-09-16,Crude Oil,96.46
2014-09-09,Crude Oil,91.2
2014-09-02,Crude Oil,93.97
2014-10-31,Crude Oil,86.07
2014-10-24,Crude Oil,86.66
2014-10-17,Crude Oil,84.3
2014-10-10,Crude Oil,89.87
2014-10-03,Crude Oil,85.69
2014-11-30,Crude Oil,70.01
2014-11-23,Crude Oil,79.17
2014-11-16,Crude Oil,77.76
2014-11-09,Crude Oil,82.69
2014-11-02,Crude Oil,72.4
2014-12-31,Crude Oil,57.78
2014-12-24,Crude Oil,61.57
2014-12-17,Crude Oil,59.74
2014-12-10,Crude Oil,50.86
2014-12-03,Crude Oil,57.78
2015-01-31,Crude Oil,49.03
2015-01-24,Crude Oil,48.42
2015-01-17,Crude Oil,47.57
2015-01-10,Crude Oil,50.86
2015-01-03,Crude Oil,54.64
2015-02-28,Crude Oil,62.46
2015-02-21,Crude Oil,60.1
2015-02-14,Crude Oil,56.94
2015-02-07,Crude Oil,60.36
2015-02-01,Crude Oil,62.46
2015-03-31,Crude Oil,56.18
2015-03-24,Crude Oil,55.81
2015-03-17,Crude Oil,53.33
2015-03-10,Crude Oil,58.41
2015-03-03,Crude Oil,54.84
2015-04-30,Crude Oil,65.71
2015-04-23,Crude Oil,62.6
2015-04-16,Crude Oil,60.2
2015-04-09,Crude Oil,65.26
2015-04-02,Crude Oil,65.71
2015-05-31,Crude Oil,62.46
2015-05-24,Crude Oil,66.41
2015-05-17,Crude Oil,66.46
2015-05-10,Crude Oil,65.26
2015-05-03,Crude Oil,65.36
2015-06-30,Crude Oil,61.89
2015-06-23,Crude Oil,64.13
2015-06-16,Crude Oil,62.49
2015-06-09,Crude Oil,56.94
2015-06-02,Crude Oil,61.89
2015-07-31,Crude Oil,53.2
2015-07-24,Crude Oil,55.16
2015-07-17,Crude Oil,57.4
2015-07-10,Crude Oil,58.49
2015-07-03,Crude Oil,52.11
2015-08-31,Crude Oil,49.95
2015-08-24,Crude Oil,45.37
2015-08-17,Crude Oil,48.93
2015-08-10,Crude Oil,48.51
2015-08-03,Crude Oil,49.46
2015-09-30,Crude Oil,48.13
2015-09-23,Crude Oil,48.98
2015-09-16,Crude Oil,46.54
2015-09-09,Crude Oil,52.94
2015-09-02,Crude Oil,48.13
2015-10-31,Crude Oil,49.46
2015-10-24,Crude Oil,47.98
2015-10-17,Crude Oil,48.61
2015-10-10,Crude Oil,52.54
2015-10-03,Crude Oil,50.44
2015-11-30,Crude Oil,44.77
2015-11-23,Crude Oil,44.57
2015-11-16,Crude Oil,43.52
2015-11-09,Crude Oil,47.33
2015-11-02,Crude Oil,42.41
2015-12-31,Crude Oil,36.39
2015-12-24,Crude Oil,37.29
2015-12-17,Crude Oil,37.12
2015-12-10,Crude Oil,40.03
2015-12-03,Crude Oil,36.39
2016-01-31,Crude Oil,34.67
2016-01-24,Crude Oil,29.19
2016-01-17,Crude Oil,30.97
2016-01-10,Crude Oil,33.68
2016-01-03,Crude Oil,32.65
2016-02-29,Crude Oil,35.03
2016-02-22,Crude Oil,32.94
2016-02-15,Crude Oil,33.29
2016-02-08,Crude Oil,40.74
2016-02-01,Crude Oil,35.9
2016-03-31,Crude Oil,39.18
2016-03-24,Crude Oil,40.39
2016-03-17,Crude Oil,40.25
2016-03-10,Crude Oil,40.99
2016-03-03,Crude Oil,38.59
2016-04-30,Crude Oil,48.04
2016-04-23,Crude Oil,44.44
2016-04-16,Crude Oil,43.75
2016-04-09,Crude Oil,41.65
2016-04-02,Crude Oil,48.04
2016-05-31,Crude Oil,49.66
2016-05-24,Crude Oil,48.25
2016-05-17,Crude Oil,48.87
2016-05-10,Crude Oil,43.54
2016-05-03,Crude Oil,49.94
2016-06-30,Crude Oil,50.51
2016-06-23,Crude Oil,49.78
2016-06-16,Crude Oil,49.73
2016-06-09,Crude Oil,46.31
2016-06-02,Crude Oil,49.58
2016-07-31,Crude Oil,42.61
2016-07-24,Crude Oil,46.11
2016-07-17,Crude Oil,47.28
2016-07-10,Crude Oil,46.31
2016-07-03,Crude Oil,41.72
2016-08-31,Crude Oil,48.27
2016-08-24,Crude Oil,49.86
2016-08-17,Crude Oil,49.13
2016-08-10,Crude Oil,49.89
2016-08-03,Crude Oil,45.36
2016-09-30,Crude Oil,50.09
2016-09-23,Crude Oil,47.55
2016-09-16,Crude Oil,47.01
2016-09-09,Crude Oil,49.89
2016-09-02,Crude Oil,50.09
2016-10-31,Crude Oil,49.61
2016-10-24,Crude Oil,51.68
2016-10-17,Crude Oil,51.85
2016-10-10,Crude Oil,51.83
2016-10-03,Crude Oil,46.77
2016-11-30,Crude Oil,47.23
2016-11-23,Crude Oil,49.02
2016-11-16,Crude Oil,46.86
2016-11-09,Crude Oil,53.78
2016-11-02,Crude Oil,53.83
2016-12-31,Crude Oil,56.74
2016-12-24,Crude Oil,54.94
2016-12-17,Crude Oil,55.1
2016-12-10,Crude Oil,53.78
2016-12-03,Crude Oil,56.71
2017-01-31,Crude Oil,55.47
2017-01-24,Crude Oil,55.12
2017-01-17,Crude Oil,55.75
2017-01-10,Crude Oil,54.83
2017-01-03,Crude Oil,56.45
2017-02-28,Crude Oil,56.2
2017-02-21,Crude Oil,56.07
2017-02-14,Crude Oil,55.48
2017-02-07,Crude Oil,55.9
2017-02-01,Crude Oil,56.4
2017-03-31,Crude Oil,53.02
2017-03-24,Crude Oil,50.46
2017-03-17,Crude Oil,51.64
2017-03-10,Crude Oil,52.09
2017-03-03,Crude Oil,53.42
2017-04-30,Crude Oil,51.72
2017-04-23,Crude Oil,52.88
2017-04-16,Crude Oil,55.78
2017-04-09,Crude Oil,55.13
2017-04-02,Crude Oil,51.42
2017-05-31,Crude Oil,52.42
2017-05-24,Crude Oil,54.04
2017-05-17,Crude Oil,51.55
2017-05-10,Crude Oil,47.76
2017-05-03,Crude Oil,49.85
2017-06-30,Crude Oil,47.33
2017-06-23,Crude Oil,45.13
2017-06-16,Crude Oil,46.83
2017-06-09,Crude Oil,47.76
2017-06-02,Crude Oil,47.33
2017-07-31,Crude Oil,52.42
2017-07-24,Crude Oil,46.83
2017-07-17,Crude Oil,48.81
2017-07-10,Crude Oil,46.62
2017-07-03,Crude Oil,51.68
2017-08-31,Crude Oil,50.76
2017-08-24,Crude Oil,51.77
2017-08-17,Crude Oil,50.17
2017-08-10,Crude Oil,52.59
2017-08-03,Crude Oil,52.28
2017-09-30,Crude Oil,57.43
2017-09-23,Crude Oil,56.32
2017-09-16,Crude Oil,55.36
2017-09-09,Crude Oil,54.38
2017-09-02,Crude Oil,57.43
2017-10-31,Crude Oil,60.47
2017-10-24,Crude Oil,57.26
2017-10-17,Crude Oil,57.7
2017-10-10,Crude Oil,55.68
2017-10-03,Crude Oil,60.5
2017-11-30,Crude Oil,63.11
2017-11-23,Crude Oil,63.19
2017-11-16,Crude Oil,61.75
2017-11-09,Crude Oil,62.08
2017-11-02,Crude Oil,62.41
2017-12-31,Crude Oil,66.59
2017-12-24,Crude Oil,64.77
2017-12-17,Crude Oil,63.18
2017-12-10,Crude Oil,62.08
2017-12-03,Crude Oil,66.44
2018-01-31,Crude Oil,68.88
2018-01-24,Crude Oil,68.47
2018-01-17,Crude Oil,69.01
2018-01-10,Crude Oil,64.68
2018-01-03,Crude Oil,69.51
2018-02-28,Crude Oil,66.5
2018-02-21,Crude Oil,62.47
2018-02-14,Crude Oil,62.47
2018-02-07,Crude Oil,65.66
2018-02-01,Crude Oil,65.65
2018-03-31,Crude Oil,70.13
2018-03-24,Crude Oil,68.77
2018-03-17,Crude Oil,66.48
2018-03-10,Crude Oil,63.48
2018-03-03,Crude Oil,67.5
2018-04-30,Crude Oil,74.49
2018-04-23,Crude Oil,73.91
2018-04-16,Crude Oil,72.44
2018-04-09,Crude Oil,66.98
2018-04-02,Crude Oil,72.98
2018-05-31,Crude Oil,77.35
2018-05-24,Crude Oil,79.64
2018-05-17,Crude Oil,79.12
2018-05-10,Crude Oil,77.06
2018-05-03,Crude Oil,77.44
2018-06-30,Crude Oil,77.69
2018-06-23,Crude Oil,75.4
2018-06-16,Crude Oil,75.79
2018-06-09,Crude Oil,77.17
2018-06-02,Crude Oil,79.28
2018-07-31,Crude Oil,74.82
2018-07-24,Crude Oil,72.91
2018-07-17,Crude Oil,71.7
2018-07-10,Crude Oil,77.91
2018-07-03,Crude Oil,73.3
2018-08-31,Crude Oil,
2018-08-24,Crude Oil,74.58
2018-08-17,Crude Oil,71.29
2018-08-10,Crude Oil,71.93
2018-08-03,Crude Oil,
2018-09-30,Crude Oil,
2018-09-23,Crude Oil,
2018-09-16,Crude Oil,
2018-09-09,Crude Oil,
2018-09-02,Crude Oil,
2018-10-31,Crude Oil,
2018-10-24,Crude Oil,
2018-10-17,Crude Oil,
2018-10-10,Crude Oil,
2018-10-03,Crude Oil,
2018-11-30,Crude Oil,
2018-11-23,Crude Oil,
2018-11-16,Crude Oil,
2018-11-09,Crude Oil,
2018-11-02,Crude Oil,
2018-12-31,Crude Oil,
2018-12-24,Crude Oil,
2018-12-17,Crude Oil,
2018-12-10,Crude Oil,
2018-12-03,Crude Oil,
